"draftYear","draftRound","draftSelection","draftOverall","tmID","firstName","lastName","suffixName","playerID","draftFrom","lgID"
"1967","0","0","0","INA","Charles","Beasley",,"beaslch01","Southern Methodist","ABA"
"1967","0","0","0","INA","Jim","Dawson",,"dawsoja01","Illinois","ABA"
"1967","0","0","0","INA","Craig","Dill",,"dillcr01","Michigan","ABA"
"1967","0","0","0","INA","Bob","Netolicky",,"netolbo01","Drake","ABA"
"1967","0","0","0","INA","Jim","Walker",,"walkeji01","Providence","ABA"
"1967","0","0","0","INA","Frank","Gaidjunes",,,"Villanova","ABA"
"1967","0","0","0","INA","Jerry","Jones",,,"Iowa","ABA"
"1967","0","0","0","INA","Ron","Kozlicki",,"kozliro01","Northwestern","ABA"
"1967","0","0","0","INA","Hubie","Marshall",,,"LaSalle","ABA"
"1967","0","0","0","INA","Ed","McKee",,,"Rockburst","ABA"
"1967","0","0","0","INA","Bill","Russell",,,"Indiana","ABA"
"1967","0","0","0","INA","Gene","Washington",,,"Michigan State","ABA"
"1967","0","0","0","KEN","Louie","Dampier",,"dampilo01","Kentucky","ABA"
"1967","0","0","0","KEN","Clem","Haskins",,"haskicl01","Western Kentucky","ABA"
"1967","0","0","0","KEN","Dwight","Smith",,,"Western Kentucky","ABA"
"1967","0","0","0","KEN","Willie","Wolters",,,"Boston College","ABA"
"1967","0","0","0","KEN","Bob","Verga",,,"Duke","ABA"
"1967","0","0","0","KEN","Earl","Beecham",,,"Midwestern University","ABA"
"1967","0","0","0","KEN","Mel","Cox",,,"Central Washington","ABA"
"1967","0","0","0","KEN","Ken","Gibbs",,,"Vanderbilt","ABA"
"1967","0","0","0","KEN","Pres","Judy",,,"Georgia Tech","ABA"
"1967","0","0","0","KEN","Gwendell","MacSwain",,,"Valdosta State","ABA"
"1967","0","0","0","KEN","Randy","Mahaffey",,"mahafra01","Clemson","ABA"
"1967","0","0","0","KEN","John","Smith",,,"Kent State","ABA"
"1967","0","0","0","MNM","Mel","Daniels",,"danieme01","New Mexico","ABA"
"1967","0","0","0","MNM","Phil","Jackson",,"jacksph01","North Dakota","ABA"
"1967","0","0","0","MNM","Bob","Lloyd",,"lloydbo01","Rutgers","ABA"
"1967","0","0","0","MNM","Tim","Powers",,,"Creighton","ABA"
"1967","0","0","0","MNM","Sam","Smith",,"smithsa01","Kentucky Western","ABA"
"1967","0","0","0","MNM","Al","Clark",,,"Eastern Kentucky","ABA"
"1967","0","0","0","MNM","Gary","Gregor",,"gregoga01","South Carolina","ABA"
"1967","0","0","0","MNM","Erv","Inniger",,,"Indiana","ABA"
"1967","0","0","0","MNM","Rich","Jones",,"jonesri01","Illinois","ABA"
"1967","0","0","0","MNM","Lindberg","Moody",,,"South Carolina State","ABA"
"1967","0","0","0","MNM","Errol","Palmer",,"palmeer01","DePaul","ABA"
"1967","0","0","0","MNM","Ron","Perry",,"perryro01","Virginia Poly Institute","ABA"
"1967","0","0","0","NJA","Sonny","Dove",,"doveso01","St. John's","ABA"
"1967","0","0","0","NJA","Mal","Graham",,"grahama01","New York University","ABA"
"1967","0","0","0","NJA","George","Stone",,"stonege01","Marshall","ABA"
"1967","0","0","0","NJA","Dick","Pruett",,,"Jacksonville","ABA"
"1967","0","0","0","NJA","Bob","Wolf",,,"Marquette","ABA"
"1967","0","0","0","NJA","Tim","Edwards",,,"Amherst","ABA"
"1967","0","0","0","NJA","Dan","Hansard",,,"St. Thomas (MN)","ABA"
"1967","0","0","0","NJA","Frank","Holloendoner",,,"Georgetown","ABA"
"1967","0","0","0","NJA","Harry","Laurie",,"lauriha01","St. Peters (NJ)","ABA"
"1967","0","0","0","NOB","Robert","Allen",,,"Arkansas AM&N","ABA"
"1967","0","0","0","NOB","John","Dickson",,"dicksjo01","Arkansas State","ABA"
"1967","0","0","0","NOB","James","Jones",,"jonesji01","Grambling","ABA"
"1967","0","0","0","NOB","Paul","Long",,"longpa01","Wake Forest","ABA"
"1967","0","0","0","NOB","Ron","Widby",,"widbyro01","Tennessee.","ABA"
"1967","0","0","0","NOB","Al","Andrews",,,"Tulane","ABA"
"1967","0","0","0","NOB","George","Carter",,"cartege01","St. Bonaventure","ABA"
"1967","0","0","0","NOB","Carl","Head",,,"West Virginia","ABA"
"1967","0","0","0","NOB","Allan","Parris",,,"Utah","ABA"
"1967","0","0","0","NOB","Jeff","Ramsey",,,"Florida","ABA"
"1967","0","0","0","NOB","Bob","Seagren",,,"Southern California","ABA"
"1967","0","0","0","NOB","Dexter","Westbrook",,"westbde01","Providence","ABA"
"1967","0","0","0","OAK","Wes","Bialosuknia",,"bialowe01","Connecticut","ABA"
"1967","0","0","0","OAK","Gordy","Harris",,,"Washington","ABA"
"1967","0","0","0","OAK","Richie","Moore",,"mooreri01","Hiram Scott","ABA"
"1967","0","0","0","OAK","Al","Salvadori",,"salvaal01","South Carolina","ABA"
"1967","0","0","0","OAK","Al","Tucker",,"tuckeal01","Oklahoma Baptist","ABA"
"1967","0","0","0","OAK","Art","Allen",,,"Bethune-Cookman","ABA"
"1967","0","0","0","OAK","Nate","Branch",,,"Nebraska","ABA"
"1967","0","0","0","OAK","Mike","Davis",,"davismi01","Virginia Union","ABA"
"1967","0","0","0","OAK","Dave","Fox",,,"Pacific","ABA"
"1967","0","0","0","OAK","Ron","Franz",,"franzro01","Kansas","ABA"
"1967","0","0","0","OAK","Bill","Morgan",,,"New Mexico","ABA"
"1967","0","0","0","OAK","Marlbert","Pradd",,"praddma01","Dillard","ABA"
"1967","0","0","0","PTP","Cliff","Anderson",,"andercl01","St. Joseph's (PA)","ABA"
"1967","0","0","0","PTP","Barry","Liebowitz",,"lieboba01","Long Island","ABA"
"1967","0","0","0","PTP","Earl","Monroe",,"monroea01","Winston-Salem","ABA"
"1967","0","0","0","PTP","Craig","Raymond",,"raymocr01","Brigham Young","ABA"
"1967","0","0","0","PTP","Tom","Washington",,"washitr01","Cheyney State","ABA"
"1967","0","0","0","PTP","Frank","Card",,"cardfr01","North Carolina A&T","ABA"
"1967","0","0","0","PTP","Ron","Coleman",,,"Missouri","ABA"
"1967","0","0","0","PTP","Chris","Kefalos",,,"Temple","ABA"
"1967","0","0","0","PTP","Mike","Riordan",,"riordmi01","Providence","ABA"
"1967","0","0","0","PTP","John","Schroeder",,,"Ohio University","ABA"
"1967","0","0","0","PTP","Steve","Sullivan",,,"Georgetown","ABA"
"1967","0","0","0","PTP","Jim","Southerland",,,"Clemson","ABA"
"1968","0","0","0","DNR","Tom","Boerwinkle",,"boerwto01","Tennessee","ABA"
"1968","0","0","0","DNR","Walt","Piatkowski",,"piatkwa01","Bowling Green","ABA"
"1968","0","0","0","DNR","Bill","Hewitt",,"hewitbi01","Southern California","ABA"
"1968","0","0","0","DNR","Hal","Booker",,"bookebu01","Cheyney State","ABA"
"1968","0","0","0","DNR","Harry","Hollines",,,"Denver","ABA"
"1968","0","0","0","DNR","Charley","Parks",,"parksch01","Idaho State","ABA"
"1968","0","0","0","DNR","Vernon","Payne",,,"Indiana","ABA"
"1968","0","0","0","DNR","Willie","Rodgers",,,"Oklahoma","ABA"
"1968","0","0","0","DNR","Glynn","Saulters",,"saultgl01","Northeast Louisiana","ABA"
"1968","0","0","0","DNR","Ken","Hall",,,"Westminster (Utah)","ABA"
"1968","0","0","0","DNR","Melvin","Jones",,,"Albany (GA) State","ABA"
"1968","0","0","0","DNR","Julius","Keye",,"keyeju01","Alcorn A&M","ABA"
"1968","0","0","0","DNR","Mickey","Smith",,,"Memphis State","ABA"
"1968","0","0","0","DNR","Oscar","Smith",,,"Elizabeth City (NC)","ABA"
"1968","0","0","0","DLC","Shaler","Halimon",,"halimsh01","Utah State","ABA"
"1968","0","0","0","DLC","Rich","Jones",,"jonesri01","Memphis State","ABA"
"1968","0","0","0","DLC","Bob","Lewis",,,"South Carolina State","ABA"
"1968","0","0","0","DLC","John","Smith",,"smithjo01","Southern Colorado State","ABA"
"1968","0","0","0","DLC","Jo Jo","White",,"whitejo01","Kansas","ABA"
"1968","0","0","0","DLC","Wally","Anderzunas",,"anderwa01","Creighton","ABA"
"1968","0","0","0","DLC","Ron","Boone",,"boonero01","Idaho State","ABA"
"1968","0","0","0","DLC","Glen","Combs",,"combsgl01","Virginia Tech","ABA"
"1968","0","0","0","DLC","CA","Core",,,"Southeastern Louisiana","ABA"
"1968","0","0","0","DLC","Roy","Manning",,,"Lane College","ABA"
"1968","0","0","0","DLC","Billy","Arnold",,,"Texas","ABA"
"1968","0","0","0","DLC","Gene","Jones",,,"Missouri","ABA"
"1968","0","0","0","DLC","Gene","Littles",,"littlge01","High Point (NC)","ABA"
"1968","0","0","0","DLC","Mickey","McCarty",,,"Texas Christian","ABA"
"1968","0","0","0","DLC","Calvin","Pettit",,,"Central Missouri","ABA"
"1968","0","0","0","DLC","Willie","Worsley",,"worslwi01","Texas-El Paso","ABA"
"1968","0","0","0","HSM","Art","Beatty",,,"American University","ABA"
"1968","0","0","0","HSM","Don","Chaney",,"chanedo01","Houston","ABA"
"1968","0","0","0","HSM","John","Godfrey",,,"Abilene Christian","ABA"
"1968","0","0","0","HSM","Elvin","Hayes",,"hayesel01","Houston","ABA"
"1968","0","0","0","HSM","Aaron","Sellers",,,"Jackson State","ABA"
"1968","0","0","0","HSM","Martin","Baietti",,,"Manhattan","ABA"
"1968","0","0","0","HSM","Rich","Dumas",,"dumasri01","Northeast Oklahoma","ABA"
"1968","0","0","0","HSM","Calvin","Martin",,,"Texas Southern","ABA"
"1968","0","0","0","HSM","Mike","Nordholz",,,"Alabama","ABA"
"1968","0","0","0","HSM","Dan","Smith",,,"Howard - Payne","ABA"
"1968","0","0","0","HSM","Sam","Butler",,,"Southern University","ABA"
"1968","0","0","0","HSM","Warren","Chapman",,,"Duke","ABA"
"1968","0","0","0","HSM","Bill","Gaines",,"gainebi01","East Texas State","ABA"
"1968","0","0","0","HSM","Jim","Jones",,,"Beloit","ABA"
"1968","0","0","0","HSM","Frank","Standard",,,"South Carolina","ABA"
"1968","0","0","0","INA","Don","Dee",,"deedo01","St. Marys of the Plains","ABA"
"1968","0","0","0","INA","Mike","Lewis",,"lewismi01","Duke","ABA"
"1968","0","0","0","INA","Don","May",,"maydo01","Dayton","ABA"
"1968","0","0","0","INA","Bob","Quick",,"quickbo01","Xavier","ABA"
"1968","0","0","0","INA","Phil","Wagner",,"wagneph01","Georgia Tech","ABA"
"1968","0","0","0","INA","Dave","Benedict",,,"Central Washington","ABA"
"1968","0","0","0","INA","Rudy","Bogad",,,"St. John's","ABA"
"1968","0","0","0","INA","Jerry","Newsom",,,"Indiana State","ABA"
"1968","0","0","0","INA","Rich","Niemann",,"niemari01","St. Louis","ABA"
"1968","0","0","0","INA","Jack","Thompson",,"thompja01","South Carolina","ABA"
"1968","0","0","0","INA","Greg","Cisson",,,"Rider","ABA"
"1968","0","0","0","INA","Bob","Hooper",,"hoopebo01","Dayton","ABA"
"1968","0","0","0","INA","Harry","Joyner",,"joyneha01","Indiana","ABA"
"1968","0","0","0","INA","Tom","Niemier",,,"Evansville","ABA"
"1968","0","0","0","KEN","Wayne","Chapman",,"chapmwa01","Western Kentucky","ABA"
"1968","0","0","0","KEN","Willie","Davis",,"daviswi01","North Texas State","ABA"
"1968","0","0","0","KEN","Al","Dixon",,,"Bowling Green","ABA"
"1968","0","0","0","KEN","Fred","Foster",,"fostefr01","Miami (OH)","ABA"
"1968","0","0","0","KEN","Westley","Unseld",,"unselwe01","Louisville","ABA"
"1968","0","0","0","KEN","Joe","Gallagher",,,"Pembroke","ABA"
"1968","0","0","0","KEN","Joe","Kennedy",,"kennejo01","Duke","ABA"
"1968","0","0","0","KEN","Manny","Leaks",,"leaksma01","Niagara","ABA"
"1968","0","0","0","KEN","Gene","Moore",,"moorege01","St. Louis","ABA"
"1968","0","0","0","KEN","Greg","Smith",,"smithgr01","Western Kentucky","ABA"
"1968","0","0","0","KEN","Booker","Brown",,,"Middle Tennessee","ABA"
"1968","0","0","0","KEN","Al","Hairston",,"hairsal01","Bowling Green","ABA"
"1968","0","0","0","KEN","Thad","Jaracz",,,"Kentucky","ABA"
"1968","0","0","0","KEN","Reggie","Lacefield",,"lacefre01","Western Michigan","ABA"
"1968","0","0","0","KEN","Bob","Zoretich",,,"DePaul","ABA"
"1968","0","0","0","KEN","Kermit","Meystedt",,,"Southeast Missouri","ABA"
"1968","0","0","0","KEN","John","Snipes",,,"Elizabeth City (NC)","ABA"
"1968","0","0","0","KEN","Butch","Kaufman",,,"Western Kentucky","ABA"
"1968","0","0","0","KEN","Bo","Wyenandt",,,"Vanderbilt","ABA"
"1968","0","0","0","LAS","Mervin","Jackson",,"jacksme01","Utah","ABA"
"1968","0","0","0","LAS","Ed","Johnson",,"johnsed01","Tennessee State","ABA"
"1968","0","0","0","LAS","Larry","Miller",,"millela01","North Carolina","ABA"
"1968","0","0","0","LAS","George","Stone",,"stonege01","Marshall","ABA"
"1968","0","0","0","LAS","Mike","Warren",,,"UCLA","ABA"
"1968","0","0","0","LAS","Carl","Fuller",,"fulleca01","Bethune-Cookman","ABA"
"1968","0","0","0","LAS","Ed","Leggett",,,"Rocky Mountain","ABA"
"1968","0","0","0","LAS","Lou","Shepherd",,,"Southwest Missouri State","ABA"
"1968","0","0","0","LAS","Bob","Warren",,"warrebo01","Vanderbilt","ABA"
"1968","0","0","0","LAS","Eldridge","Webb",,,"Tulsa","ABA"
"1968","0","0","0","LAS","Rick","Adelman",,"adelmri01","Loyola (CA)","ABA"
"1968","0","0","0","LAS","Brian","Brunkhorst",,"brunkbr01","Marquette","ABA"
"1968","0","0","0","LAS","Ben","Foster",,,"Pasadena","ABA"
"1968","0","0","0","LAS","Phil","Horns",,,"Texas-EI Paso","ABA"
"1968","0","0","0","LAS","Lloyd","Higgins",,,"Pasadena","ABA"
"1968","0","0","0","LAS","Mike","LaRoche",,,"Cal Poly-San Luis Obispo","ABA"
"1968","0","0","0","LAS","Cary","Smith",,,"California State-Los Angeles","ABA"
"1968","0","0","0","MMF","Tom","Kondla",,"kondlto01","Minnesota","ABA"
"1968","0","0","0","MMF","Ron","Nelson",,"nelsoro01","New Mexico","ABA"
"1968","0","0","0","MMF","Don","Sidle",,"sidledo01","Oklahoma","ABA"
"1968","0","0","0","MMF","Dan","Sparks",,"sparkda01","Weber State","ABA"
"1968","0","0","0","MMF","Dallas","Thornton",,"thornda01","Kentucky Wesleyan","ABA"
"1968","0","0","0","MMF","Ken","Barnett",,,"Delaware","ABA"
"1968","0","0","0","MMF","Joe","Franklin",,,"Wisconsin","ABA"
"1968","0","0","0","MMF","Darryl","Jones",,,"St. Benedict (KS)","ABA"
"1968","0","0","0","MMF","Al","Knott",,,"Cedarville (OH)","ABA"
"1968","0","0","0","MMF","Jerry","Waugh",,,"Northern Iowa","ABA"
"1968","0","0","0","MMF","Lyndall","Conway",,,"Albuquerque","ABA"
"1968","0","0","0","MMF","Jim","Barza",,,"Detroit Tech","ABA"
"1968","0","0","0","MMF","Willie","Iverson",,"iverswi01","Central Michigan","ABA"
"1968","0","0","0","MMF","Terry","Porter",,,"St. Cloud (MN)","ABA"
"1968","0","0","0","MMF","Jim","Sterkin",,,"Detroit","ABA"
"1968","0","0","0","MNP","Bill","Hosket",,"hoskebi01","Ohio State","ABA"
"1968","0","0","0","MNP","Larry","Newbold",,,"Long Island","ABA"
"1968","0","0","0","MNP","Dave","Newmark",,"newmada01","Columbia","ABA"
"1968","0","0","0","MNP","Nick","Pino",,,"Kansas State","ABA"
"1968","0","0","0","MNP","Sam","Williams",,"willisa01","Iowa","ABA"
"1968","0","0","0","MNP","Roger","Bohnenstiel",,,"Kansas","ABA"
"1968","0","0","0","MNP","Clarence","Brookins",,"brookcl01","Temple","ABA"
"1968","0","0","0","MNP","John","Haarlow",,,"Princeton","ABA"
"1968","0","0","0","MNP","Keith","Hochstein",,,"Holy Cross","ABA"
"1968","0","0","0","MNP","Jeff","Ockel",,,"Utah","ABA"
"1968","0","0","0","MNP","Willie","Betts",,,"Bradley","ABA"
"1968","0","0","0","MNP","Greg","Morris",,,"Cornell","ABA"
"1968","0","0","0","MNP","Billy","Jones",,,"Fairfield","ABA"
"1968","0","0","0","MNP","Bob","Redd",,,"Marshall","ABA"
"1968","0","0","0","MNP","Bill","Tindall",,,"Massacusetts","ABA"
"1968","0","0","0","NOB","Mike","Butler",,,"Memphis State","ABA"
"1968","0","0","0","NOB","Richard","Johnson",,"johnsri01","Grambling","ABA"
"1968","0","0","0","NOB","Mark","LaMoreaux",,,"Lenoir-Rhyne","ABA"
"1968","0","0","0","NOB","Charles","Paulk",,"paulkch01","Northeast Oklahoma","ABA"
"1968","0","0","0","NOB","Ron","Williams",,"williro01","West Virginia","ABA"
"1968","0","0","0","NOB","Charles","Alford",,,"Eastern Carolina","ABA"
"1968","0","0","0","NOB","Ted","Campbell",,,"North Carolina A&T","ABA"
"1968","0","0","0","NOB","Lee","Davis",,"davisle01","North Carolina College","ABA"
"1968","0","0","0","NOB","Dave","Williams",,,"Mississippi State","ABA"
"1968","0","0","0","NOB","Jasper","Wilson",,"wilsoja01","Southern University","ABA"
"1968","0","0","0","NYA","Joe","Allen",,,"Bradley","ABA"
"1968","0","0","0","NYA","Dick","Cunningham",,"cunnidi01","Murray State","ABA"
"1968","0","0","0","NYA","Rodney","Knowles",,"knowlro01","Davidson","ABA"
"1968","0","0","0","NYA","Don","Smith",,"abdulza01","Iowa State","ABA"
"1968","0","0","0","NYA","Steve","Adelman",,,"Boston College","ABA"
"1968","0","0","0","NYA","Eddie","Biedenbach",,"biedeed01","North Carolina State","ABA"
"1968","0","0","0","NYA","Ron","Gruziak",,,"Duquesne","ABA"
"1968","0","0","0","NYA","Pete","ODea",,,"St. Peter's","ABA"
"1968","0","0","0","NYA","Bill","Soens",,,"Miami (FL)","ABA"
"1968","0","0","0","NYA","Bill","Butler",,,"St. Bonaventure","ABA"
"1968","0","0","0","NYA","John","Chamberlain",,,"C. W. Post","ABA"
"1968","0","0","0","NYA","Anthony","Koski",,"koskito01","Providence","ABA"
"1968","0","0","0","NYA","Bill","Langheld",,,"Fordham","ABA"
"1968","0","0","0","NYA","Art","Stephenson",,,"Rhode Island","ABA"
"1968","0","0","0","NYA","Harry","Laurie",,"lauriha01","St. Peter's","ABA"
"1968","0","0","0","OAK","Warren","Armstrong",,,"Wichita","ABA"
"1968","0","0","0","OAK","Jim","Eakins",,"eakinji01","Brigham Young","ABA"
"1968","0","0","0","OAK","Skip","Harlicka",,"harlisk01","South Carolina","ABA"
"1968","0","0","0","OAK","Bob","Kauffman",,"kauffbo01","Guilford","ABA"
"1968","0","0","0","OAK","Stuart","Lantz",,"lantzst01","Nebraska","ABA"
"1968","0","0","0","OAK","Henry","Logan",,"loganhe01","Western Carolina","ABA"
"1968","0","0","0","OAK","Garfield","Smith",,"smithga01","Eastern Kentucky","ABA"
"1968","0","0","0","OAK","Jim","McKean",,,"Washington State","ABA"
"1968","0","0","0","OAK","Bud","Ogden",,,"Santa Clara","ABA"
"1968","0","0","0","OAK","Rusty","Parker",,,"Miami (FL)","ABA"
"1968","0","0","0","OAK","Loy","Peterson",,,"Oregon State","ABA"
"1968","0","0","0","OAK","John","Trapp",,"trappjo01","Nevada Southern","ABA"
"1968","0","0","0","OAK","Russ","Critchfield",,"critcru01","California","ABA"
"1968","0","0","0","OAK","Hal","Grant",,,"Pepperdine","ABA"
"1968","0","0","0","OAK","Art","Harris",,"harriar01","Stanford","ABA"
"1968","0","0","0","OAK","Bryan","Phillips",,,"Valdosta","ABA"
"1968","0","0","0","OAK","Tony","Sapit",,,"Carroll (MT)","ABA"
"1969","0","0","0","CAR","LC","Bowen",,,"Bradley","ABA"
"1969","0","0","0","CAR","Mel","Coleman",,,"Stout (WI)","ABA"
"1969","0","0","0","CAR","Steve","Kuberski",,"kuberst01","Bradley","ABA"
"1969","0","0","0","CAR","Steve","Mix",,"mixst01","Toledo","ABA"
"1969","0","0","0","CAR","Jesse","Price",,,"Milliken","ABA"
"1969","0","0","0","CAR","Neal","Walk",,"walkne01","Florida","ABA"
"1969","0","0","0","CAR","Howie","Dickerman",,,"Central Connecticut","ABA"
"1969","0","0","0","CAR","Gene","Ford",,,"Western Michigan","ABA"
"1969","0","0","0","CAR","Gene","Littles",,"littlge01","High Point (NC)","ABA"
"1969","0","0","0","CAR","Jack","Stenner",,,"Missouri at St. Louis","ABA"
"1969","0","0","0","CAR","Justus","Thigpen",,"thigpju01","Weber State","ABA"
"1969","0","0","0","CAR","Phil","Argento",,,"Kentucky","ABA"
"1969","0","0","0","CAR","Rudy","Bennett",,,"New York Tech","ABA"
"1969","0","0","0","DNR","Bob","Presley",,,"California","ABA"
"1969","0","0","0","DNR","Bob","Portman",,"portmbo01","Creighton","ABA"
"1969","0","0","0","DNR","Isiah","King",,,"Hiram Scott","ABA"
"1969","0","0","0","DNR","Greg","Wittman",,"wittmgr01","Western Carolina","ABA"
"1969","0","0","0","DNR","Jerry","King",,,"Louisville","ABA"
"1969","0","0","0","DNR","Bob","Tallent",,,"George Washington","ABA"
"1969","0","0","0","DNR","Elnardo","Webster",,"webstel01","St. Peter's (NJ)","ABA"
"1969","0","0","0","DNR","Bill","Justus",,,"Tennessee","ABA"
"1969","0","0","0","DNR","Larry","Jeffries",,,"Trinity (TX)","ABA"
"1969","0","0","0","DNR","Harry","Hall",,,"Wyoming","ABA"
"1969","0","0","0","DNR","Jim","Healey",,,"Rockhurst (MO)","ABA"
"1969","0","0","0","DNR","Roy","Hinton",,,"Central (OH) State","ABA"
"1969","0","0","0","DNR","Al","Cueto",,"cuetoal01","Tulsa","ABA"
"1969","0","0","0","DLC","Willie","Brown",,,"Middle Tennessee","ABA"
"1969","0","0","0","DLC","Bobby","Christian",,"chrisbo01","Grambling","ABA"
"1969","0","0","0","DLC","Tom","Hagan",,"haganto01","Vanderbilt","ABA"
"1969","0","0","0","DLC","AW","Holt",,"holtaw01","Jackson State (MS)","ABA"
"1969","0","0","0","DLC","Ciff","Shegogg",,,"Colorado State","ABA"
"1969","0","0","0","DLC","Butch","Beard",,"beardbu01","Louisville","ABA"
"1969","0","0","0","DLC","Jake","Ford",,"fordja01","Maryland State","ABA"
"1969","0","0","0","DLC","Jud","Roberts",,,"Mercer (GA)","ABA"
"1969","0","0","0","DLC","Ron","Sanford",,"sanforo01","New Mexico","ABA"
"1969","0","0","0","DLC","Willie","Scott",,"scottwi01","Troy State (AL)","ABA"
"1969","0","0","0","DLC","Fred","Carter",,"cartefr01","Mt. St. Mary's (MD)","ABA"
"1969","0","0","0","INA","Bob","Arnzen",,"arnzebo01","Notre Dame","ABA"
"1969","0","0","0","INA","Dick","Grubar",,,"North Carolina","ABA"
"1969","0","0","0","INA","Tony","Masiello",,,"Canisius","ABA"
"1969","0","0","0","INA","Willie","McCarter",,"mccarwi01","Drake","ABA"
"1969","0","0","0","INA","Bill","Deher",,,"Indiana","ABA"
"1969","0","0","0","INA","Dave","Golden",,,"Duke","ABA"
"1969","0","0","0","INA","Bill","Keller",,"kellebi01","Purdue","ABA"
"1969","0","0","0","INA","Gerald","McKee",,"mckeeje01","Ohio","ABA"
"1969","0","0","0","INA","Ron","Peret",,,"Texas A&M","ABA"
"1969","0","0","0","INA","John","Jamerson",,,"Fairmont State (WV)","ABA"
"1969","0","0","0","INA","Jim","Stephenson",,,"Maine","ABA"
"1969","0","0","0","KEN","Bob","Dandridge",,"dandrbo01","Norfolk State (VA)","ABA"
"1969","0","0","0","KEN","Herm","Gilliam",,"gillihe01","Purdue","ABA"
"1969","0","0","0","KEN","Mike","Grosso",,"grossmi01","Louisville","ABA"
"1969","0","0","0","KEN","Dave","Scholz",,"scholda01","Illinois","ABA"
"1969","0","0","0","KEN","Gene","Williams",,"willige01","Kansas State","ABA"
"1969","0","0","0","KEN","Chris","Ellis",,,"Virginia Tech","ABA"
