"player_id","last_name","first_name","season_id","conference","league_id","games_played","minutes","points","o_rebounds","d_rebounds","rebounds","assists","steals","blocks","turnovers","personal_fouls","fg_attempted","fg_made","ft_attempted","ft_made","three_attempted","three_made"
"birdla01","Bird","Larry","1990","East","NBA","1","99",,,,,,,,,,,,,,,
"birdla01","Bird","Larry","1989","East","NBA","1","23","8",,,"8","3",,,,,"8","3","2","2",,
"birdla01","Bird","Larry","1987","East","NBA","1","32","6",,,"7","1",,,,,"8","2","2","2",,
"birdla01","Bird","Larry","1986","East","NBA","1","35","18",,,"6","5",,,,,"18","7","4","4",,
"birdla01","Bird","Larry","1985","East","NBA","1","35","23",,,"8","5",,,,,"18","8","6","5",,
"birdla01","Bird","Larry","1984","East","NBA","1","31","21",,,"8","2",,,,,"16","8","6","5",,
"birdla01","Bird","Larry","1983","East","NBA","1","33","16",,,"7","3",,,,,"18","6","4","4",,
"birdla01","Bird","Larry","1982","East","NBA","1","29","14",,,"13","7",,,,,"14","7","0","0",,
"birdla01","Bird","Larry","1980","East","NBA","1","18","2",,,"4","3",,,,,"5","1","0","0",,
"birdla01","Bird","Larry","1979","East","NBA","1","23","7",,,"6","7",,,,,"6","3","0","0",,
"birdla01","Bird","Larry","1981","East","NBA","1","28","19","0","12","12","5","1","1","4","3","12","7","8","5","0","0"
"birdsot01","Birdsong","Otis","1980","West","NBA","1","12","1",,,"1","1",,,,,"3","0","2","1",,
"birdsot01","Birdsong","Otis","1979","West","NBA","1","14","2",,,"0","0",,,,,"2","1","0","0",,
"birdsot01","Birdsong","Otis","1978","West","NBA","1","14","9",,,"2","0",,,,,"6","4","2","1",,
"birdsot01","Birdsong","Otis","1983","East","NBA","1","12","2",,,"3","1",,,,,"5","1","0","0",,
"blackro01","Blackman","Rolando","1989","West","NBA","1","21","15",,,"2","2",,,,,"9","7","1","1",,
"blackro01","Blackman","Rolando","1986","West","NBA","1","22","29",,,"4","1",,,,,"15","9","13","11",,
"blackro01","Blackman","Rolando","1985","West","NBA","1","22","12",,,"4","8",,,,,"11","6","0","0",,
"blackro01","Blackman","Rolando","1984","West","NBA","1","23","15",,,"3","2",,,,,"14","7","2","1",,
"blaylmo01","Blaylock","Mookie","1993","East","NBA","1","16","5",,,"1","2",,,,,"5","2","0","0",,
"blockjo01","Block","John","1972","East","NBA","1","5","4",,,"2","0",,,,,"4","2","0","0",,
"boonero01","Boone","Ron","1970","West","ABA","1","4","6","0","2","2","0",,,"1","0","4","2","3","2","0","0"
"boonero01","Boone","Ron","1973","West","ABA","1","24","15","3","0","3","5","1","0","0","1","13","7","0","0","2","1"
"boonero01","Boone","Ron","1974","West","ABA","1","23","10","0","2","2","2","1","2","2","4","8","4","2","2","0","0"
"boonero01","Boone","Ron","1975","Allstars","ABA","1","16","10",,,"3","2",,,,"1","11","5","0","0","0","0"
"boozebo01","Boozer","Bob","1967","West","NBA","1","19","4",,,"5","0",,,,,"5","2","0","0",,
"boozeca01","Boozer","Carlos","2007","West","NBA","1","18","14","4","6","10","0","0","0","1","0","15","7","2","0","0","0"
"borylvi01","Boryla","Vince","1950","East","NBA","1","0","9",,,"2","2",,,,,"6","4","1","1",,
"boshch01","Bosh","Chris","2009","East","NBA","1","29","23","2","8","10","1","2","0","3","0","16","9","7","5","0","0"
"boshch01","Bosh","Chris","2007","East","NBA","1","21","14","2","5","7","1","0","0","1","1","15","7","2","0","0","0"
"boshch01","Bosh","Chris","2006","East","NBA","1","22","11","3","4","7","1","0","0","0","0","7","5","1","1","0","0"
"boshch01","Bosh","Chris","2005","East","NBA","1","17","8","2","6","8","2","0","0","1","1","7","3","3","2","0","0"
"bradlbi01","Bradley","Bill","1972","East","NBA","1","12","4",,,"1","0",,,,,"5","2","0","0",,
"brandel01","Brand","Elton","2001","West","NBA","1","19","6","5","5","10","1","0","1","2","2","5","3","0","0","0","0"
"brandel01","Brand","Elton","2005","West","NBA","1","17","12","3","4","7","0","1","0","3","2","11","6","0","0","0","0"
"brandte01","Brandon","Terrell","1996","East","NBA","1","17","10","1","2","3","8","2","0","0","2","11","4","0","0","4","2"
"brandte01","Brandon","Terrell","1995","East","NBA","1","20","11",,,"1","3",,,,,"10","4","2","2",,
"braunca01","Braun","Carl","1956","East","NBA","1","24","10",,,"3","2",,,,,"9","4","2","2",,
"braunca01","Braun","Carl","1955","East","NBA","1","99",,,,,,,,,,,,,,,
"braunca01","Braun","Carl","1954","East","NBA","1","16","8",,,"2","2",,,,,"6","4","0","0",,
"braunca01","Braun","Carl","1953","East","NBA","1","29","9",,,"4","2",,,,,"8","4","1","1",,
"braunca01","Braun","Carl","1952","East","NBA","1","21","3",,,"3","2",,,,,"4","1","1","1",,
"brianfr01","Brian","Frank","1951","West","NBA","1","25","13",,,"7","4",,,,,"10","4","6","5",,
"brianfr01","Brian","Frank","1950","West","NBA","1","0","14",,,"6","3",,,,,"14","5","5","4",,
"bridgbi01","Bridges","Bill","1969","West","NBA","1","15","5",,,"4","2",,,,,"2","2","5","1",,
"bridgbi01","Bridges","Bill","1967","West","NBA","1","21","15",,,"7","1",,,,,"9","7","4","1",,
"bridgbi01","Bridges","Bill","1966","West","NBA","1","17","8",,,"3","3",,,,,"5","4","2","0",,
"briskjo01","Brisker","John","1970","East","ABA","1","27","15","6","11","17","1",,,"2","3","19","5","7","5","1","0"
"briskjo01","Brisker","John","1971","East","ABA","1","21","8","3","2","5","3",,,"1","1","10","3","3","2","1","0"
"brownfr01","Brown","Fred","1975","West","NBA","1","24","14",,,"0","1",,,,,"13","7","0","0",,
"brownla01","Brown","Larry","1967","West","ABA","1","22","17","0","3","3","5",,,"4","2","9","7","1","1","2","2"
"brownla01","Brown","Larry","1968","West","ABA","1","25","5","0","0","0","7",,,"7","2","7","1","5","3","1","0"
"brownla01","Brown","Larry","1969","West","ABA","1","15","3",,,"3","3",,,,"1","2","0","3","3","0","0"
"brownro01","Brown","Roger","1967","East","ABA","1","27","12","2","2","4","2",,,"3","3","15","5","2","2","1","0"
"brownro01","Brown","Roger","1969","East","ABA","1","28","15",,,"6","2",,,,"4","10","5","6","5","0","0"
"brownro01","Brown","Roger","1970","West","ABA","1","28","12","1","2","3","3",,,"4","4","11","3","8","6","2","0"
"brownro01","Brown","Roger","1971","West","ABA","1","25","4","1","5","6","2",,,"2","3","7","2","1","0","2","0"
"brownro02","Brown","Roger","1975","Denver","ABA","1","9","4",,,"3","3",,,,"1","2","2","0","0","0","0"
"bryanko01","Bryant","Kobe","2008","West","NBA","1","29","27","1","3","4","4","4","0","1","0","23","12","0","0","8","3"
"bryanko01","Bryant","Kobe","2003","West","NBA","1","36","20","1","3","4","4","5","1","6","3","12","9","1","0","3","2"
"bryanko01","Bryant","Kobe","2002","West","NBA","1","36","22","2","5","7","6","3","2","5","5","17","8","6","3","5","3"
"bryanko01","Bryant","Kobe","2001","West","NBA","1","30","31","2","3","5","5","1","0","0","2","25","12","7","7","4","0"
"bryanko01","Bryant","Kobe","2000","West","NBA","1","30","19","2","2","4","7","1","0","3","3","17","9","0","0","2","1"
"bryanko01","Bryant","Kobe","1999","West","NBA","1","28","15","1","0","1","3","2","0","1","3","16","7","0","0","4","1"
"bryanko01","Bryant","Kobe","1997","West","NBA","1","22","18","2","4","6","1","2","0","1","1","16","7","2","2","3","2"
"bryanko01","Bryant","Kobe","2005","West","NBA","1","26","8","0","7","7","8","3","0","3","5","11","4","0","0","5","0"
"bryanko01","Bryant","Kobe","2004","West","NBA","1","29","16","3","3","6","7","3","1","4","5","14","7","0","0","5","2"
"bryanko01","Bryant","Kobe","2006","West","NBA","1","28","31","1","4","5","6","4","1","6","0","24","13","2","2","9","3"
"bryanko01","Bryant","Kobe","2007","West","NBA","1","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"buncela01","Bunce","Larry","1967","West","ABA","1","7","3","0","0","0","0",,,"0","0","2","1","1","1","0","0"
"busedo01","Buse","Don","1975","Allstars","ABA","1","14","5",,,"1","3",,,,"0","5","2","0","0","2","1"
"busedo01","Buse","Don","1976","West","NBA","1","19","4",,,"2","5",,,,,"4","2","0","0",,
"butleca01","Butler","Caron","2006","East","NBA","1","16","2","3","1","4","1","1","0","0","0","7","1","0","0","0","0"
"caldwjo01","Caldwell","Joe","1969","West","NBA","1","19","13",,,"7","1",,,,,"11","5","4","3",,
"caldwjo01","Caldwell","Joe","1968","West","NBA","1","23","12",,,"4","3",,,,,"9","6","1","0",,
"caldwjo01","Caldwell","Joe","1970","East","ABA","1","32","21","3","5","8","3",,,"1","3","19","10","3","1","0","0"
"caldwjo01","Caldwell","Joe","1972","East","ABA","1","23","7","0","5","5","2","1","1","7","2","5","3","1","1","0","0"
"calvima01","Calvin","Mack","1970","East","ABA","1","20","8","1","3","4","4",,,"0","2","7","2","7","3","2","1"
"calvima01","Calvin","Mack","1971","East","ABA","1","14","10","0","2","2","4",,,"2","4","7","4","2","2","0","0"
"calvima01","Calvin","Mack","1972","East","ABA","1","23","13","2","0","2","8","1","0","4","5","8","3","7","7","0","0"
"calvima01","Calvin","Mack","1973","East","ABA","1","27","8","0","2","2","11","1","0","3","3","10","3","3","2","0","0"
"calvima01","Calvin","Mack","1974","West","ABA","1","28","17","1","2","3","7","1","0","4","2","16","4","10","9","1","0"
"carrau01","Carr","Austin","1973","East","NBA","1","5","0",,,"1","0",,,,,"4","0","0","0",,
"carrida01","Carrier","Darel","1967","East","ABA","1","21","8","1","1","2","1",,,"3","3","10","3","2","2","3","0"
"carrida01","Carrier","Darel","1968","East","ABA","1","26","19","1","3","4","5",,,"2","3","12","5","10","8","4","1"
"carrida01","Carrier","Darel","1969","East","ABA","1","10","2",,,"1","0",,,,"2","4","0","3","2","2","0"
"carrojo01","Carroll","Joe","1986","West","NBA","1","18","4",,,"6","0",,,,,"7","1","2","2",,
"cartege01","Carter","George","1970","East","ABA","1","8","4","0","2","2","0",,,"2","2","3","2","2","0","0","0"
"cartevi01","Carter","Vince","2003","East","NBA","1","16","11","1","1","2","0","2","0","2","1","7","5","0","0","3","1"
"cartevi01","Carter","Vince","2002","East","NBA","1","25","9","1","0","1","2","0","0","1","1","9","4","0","0","1","1"
"cartevi01","Carter","Vince","2001","East","NBA","1","99",,,,,,,,,,,,,,,
"cartevi01","Carter","Vince","2000","East","NBA","1","24","16","1","2","3","4","1","1","3","1","18","7","1","1","4","1"
"cartevi01","Carter","Vince","1999","East","NBA","1","28","12","2","2","4","2","2","0","2","0","11","6","0","0","2","0"
"cartevi01","Carter","Vince","2004","East","NBA","1","18","11","0","3","3","1","0","0","2","0","8","4","0","0","5","3"
"cartevi01","Carter","Vince","2005","East","NBA","1","18","5","1","3","4","2","1","0","2","3","5","2","2","1","0","0"
"cartevi01","Carter","Vince","2006","East","NBA","1","16","7","0","1","1","2","1","0","0","0","7","3","2","1","1","0"
"cartwbi01","Cartwright","Bill","1979","East","NBA","1","14","8",,,"3","1",,,,,"8","4","0","0",,
"cassesa01","Cassell","Sam","2003","West","NBA","1","13","4","0","1","1","7","1","0","1","0","3","2","0","0","0","0"
"cebalce01","Ceballos","Cedric","1994","West","NBA","1","99",,,,,,,,,,,,,,,
"chambto01","Chambers","Tom","1990","West","NBA","1","18","8",,,"4","1",,,,,"11","4","0","0",,
"chambto01","Chambers","Tom","1989","West","NBA","1","21","21",,,"3","1",,,,,"12","8","7","5",,
"chambto01","Chambers","Tom","1988","West","NBA","1","16","14",,,"5","1",,,,,"8","4","6","6",,
"chambto01","Chambers","Tom","1986","West","NBA","1","29","34",,,"4","2",,,,,"25","13","9","6",,
"chambwi01","Chamberlain","Wilt","1972","West","NBA","1","22","2",,,"7","3",,,,,"2","1","0","0",,
"chambwi01","Chamberlain","Wilt","1971","West","NBA","1","24","8",,,"10","3",,,,,"3","3","8","2",,
"chambwi01","Chamberlain","Wilt","1970","West","NBA","1","18","2",,,"8","5",,,,,"1","1","0","0",,
"chambwi01","Chamberlain","Wilt","1968","West","NBA","1","27","4",,,"12","2",,,,,"3","2","1","0",,
"chambwi01","Chamberlain","Wilt","1967","East","NBA","1","25","7",,,"7","6",,,,,"4","3","4","1",,
"chambwi01","Chamberlain","Wilt","1966","East","NBA","1","39","14",,,"22","4",,,,,"7","6","5","2",,
"chambwi01","Chamberlain","Wilt","1965","East","NBA","1","25","21",,,"9","3",,,,,"11","8","9","5",,
"chambwi01","Chamberlain","Wilt","1961","East","NBA","1","37","42",,,"24","1",,,,,"23","17","16","8",,
"chambwi01","Chamberlain","Wilt","1960","East","NBA","1","38","12",,,"18","5",,,,,"8","2","15","8",,
"chambwi01","Chamberlain","Wilt","1959","East","NBA","1","30","23",,,"25","2",,,,,"20","9","7","5",,
